promo_id,start_date,end_date,shop_id,item_category_id,promo_type,promo_channel,discount_pct,demand_uplift_mult
1372,2023-07-13,2023-07-16,30,93,Category Discount,Flyer,0.17,1.79
1373,2024-09-29,2024-10-03,3,91,Clearance,Billboard,0.22,1.18
1374,2023-02-19,2023-02-24,29,59,Category Discount,In-Store,0.12,1.12
1375,2024-09-10,2024-09-17,22,84,Clearance,In-Store,0.11,1.83
1376,2022-02-19,2022-02-24,2,89,Price Drop,In-Store,0.22,1.4
1377,2021-08-03,2021-08-05,7,35,Clearance,App Notification,0.17,1.16
1378,2023-12-17,2023-12-24,49,10,Combo Offer,In-Store,0.18,1.27
1379,2025-02-27,2025-03-07,41,46,Category Discount,Flyer,0.29,2.11
1380,2024-10-19,2024-10-24,30,60,Buy X Get Y,Billboard,0.34,1.37
1381,2025-05-15,2025-05-22,18,58,Price Drop,Flyer,0.25,1.73
1382,2024-04-17,2024-04-19,33,66,Price Drop,App Notification,0.25,2.08
1383,2023-09-02,2023-09-04,43,93,Weekend Saver,In-Store,0.2,1.16
1384,2024-02-16,2024-02-20,34,18,Category Discount,In-Store,0.17,1.59
1385,2023-05-13,2023-05-16,47,71,Price Drop,In-Store,0.13,1.72
1386,2023-03-26,2023-04-03,30,54,Category Discount,App Notification,0.24,1.26
1387,2021-07-17,2021-07-25,41,64,Weekend Saver,In-Store,0.33,1.56
1388,2022-05-17,2022-05-21,30,47,Price Drop,In-Store,0.17,2.13
1389,2023-10-26,2023-11-03,46,36,Combo Offer,In-Store,0.25,1.78
1390,2024-01-29,2024-02-03,38,61,Festive Mega Sale,In-Store,0.35,1.29
1391,2021-02-16,2021-02-24,15,63,Festive Mega Sale,In-Store,0.12,2.14
1392,2024-07-29,2024-07-31,1,29,Price Drop,Billboard,0.12,1.45
1393,2023-04-29,2023-05-02,20,94,Festive Mega Sale,In-Store,0.12,1.66
1394,2023-09-30,2023-10-03,43,29,Combo Offer,Flyer,0.35,2.03
1395,2022-02-17,2022-02-23,33,87,Price Drop,In-Store,0.09,2.11
1396,2021-11-17,2021-11-22,42,89,Category Discount,In-Store,0.16,1.76
1397,2023-03-23,2023-03-25,33,99,Category Discount,WhatsApp,0.06,1.66
1398,2024-09-11,2024-09-17,22,30,Festive Mega Sale,Flyer,0.27,1.54
1399,2025-12-31,2026-01-06,34,62,Category Discount,In-Store,0.16,1.56
1400,2025-04-21,2025-04-29,41,43,Festive Mega Sale,WhatsApp,0.33,1.61
1401,2024-09-16,2024-09-19,49,6,Category Discount,App Notification,0.09,1.13
1402,2025-05-13,2025-05-17,7,20,Price Drop,In-Store,0.15,2.18
1403,2023-08-04,2023-08-07,39,64,Buy X Get Y,Billboard,0.35,1.19
1404,2023-07-22,2023-07-29,11,23,Price Drop,In-Store,0.17,1.68
1405,2025-08-05,2025-08-11,20,13,Weekend Saver,WhatsApp,0.08,2.15
1406,2023-03-04,2023-03-10,12,89,Price Drop,App Notification,0.09,1.17
1407,2023-07-19,2023-07-24,33,1,Weekend Saver,In-Store,0.08,2.1
1408,2023-10-03,2023-10-06,7,66,Combo Offer,App Notification,0.32,1.9
1409,2025-07-01,2025-07-04,7,57,Buy X Get Y,Billboard,0.18,1.25
1410,2021-10-30,2021-11-07,35,71,Price Drop,In-Store,0.3,1.52
1411,2023-08-25,2023-08-31,26,37,Weekend Saver,In-Store,0.33,1.61
1412,2022-08-20,2022-08-26,29,25,Buy X Get Y,App Notification,0.14,2.1
1413,2023-02-12,2023-02-20,23,31,Category Discount,In-Store,0.19,1.29
1414,2021-09-07,2021-09-10,15,95,Category Discount,In-Store,0.35,1.75
1415,2025-08-03,2025-08-10,14,7,Price Drop,In-Store,0.08,1.65
1416,2021-01-12,2021-01-17,46,7,Weekend Saver,In-Store,0.27,1.31
1417,2025-04-29,2025-05-05,44,57,Buy X Get Y,Flyer,0.24,1.69
1418,2022-04-02,2022-04-05,13,36,Festive Mega Sale,Billboard,0.06,1.35
1419,2024-09-16,2024-09-24,35,66,Category Discount,In-Store,0.22,1.72
1420,2022-10-21,2022-10-23,40,24,Weekend Saver,In-Store,0.07,1.49
1421,2024-01-14,2024-01-18,45,55,Category Discount,In-Store,0.25,2.15
1422,2025-09-13,2025-09-20,19,52,Weekend Saver,In-Store,0.15,1.94
1423,2023-06-09,2023-06-12,15,7,Category Discount,In-Store,0.2,2.1
1424,2023-03-20,2023-03-22,38,32,Weekend Saver,In-Store,0.35,2.01
1425,2025-11-25,2025-12-02,48,83,Buy X Get Y,In-Store,0.22,1.62
1426,2022-05-04,2022-05-08,11,40,Weekend Saver,In-Store,0.22,1.53
1427,2021-12-19,2021-12-22,41,16,Weekend Saver,App Notification,0.26,1.92
1428,2024-06-14,2024-06-18,31,86,Clearance,In-Store,0.07,1.14
1429,2021-06-28,2021-07-06,44,76,Price Drop,In-Store,0.29,1.32
1430,2022-03-31,2022-04-03,7,33,Buy X Get Y,In-Store,0.28,1.34
1431,2022-11-16,2022-11-23,36,8,Weekend Saver,In-Store,0.3,2.04
1432,2022-03-29,2022-04-04,27,39,Festive Mega Sale,In-Store,0.13,1.33
1433,2024-08-14,2024-08-20,3,69,Category Discount,In-Store,0.32,1.49
1434,2021-10-18,2021-10-26,22,25,Clearance,In-Store,0.15,1.88
1435,2022-07-13,2022-07-15,19,22,Weekend Saver,In-Store,0.29,1.44
1436,2023-07-24,2023-07-27,34,43,Category Discount,In-Store,0.24,1.85
1437,2025-06-27,2025-06-29,34,86,Weekend Saver,In-Store,0.15,1.16
1438,2025-08-05,2025-08-12,29,44,Category Discount,In-Store,0.21,1.66
1439,2022-09-10,2022-09-13,44,48,Category Discount,Billboard,0.18,1.48
1440,2024-05-16,2024-05-23,3,89,Weekend Saver,In-Store,0.1,1.49
1441,2025-09-22,2025-09-24,1,60,Price Drop,In-Store,0.26,1.38
1442,2024-08-25,2024-09-01,33,71,Combo Offer,In-Store,0.07,1.3
1443,2024-03-24,2024-03-30,20,11,Combo Offer,Flyer,0.13,2.12
1444,2025-10-07,2025-10-12,20,88,Category Discount,In-Store,0.23,2.13
1445,2021-06-11,2021-06-16,5,40,Category Discount,In-Store,0.05,2.04
1446,2022-06-10,2022-06-13,46,74,Price Drop,WhatsApp,0.19,1.51
1447,2023-07-21,2023-07-23,17,35,Price Drop,In-Store,0.28,1.8
1448,2023-05-26,2023-06-02,43,82,Price Drop,Flyer,0.15,1.44
1449,2025-05-03,2025-05-05,49,10,Category Discount,WhatsApp,0.25,1.12
1450,2021-09-29,2021-10-07,10,28,Category Discount,App Notification,0.05,1.59
1451,2023-12-25,2024-01-01,48,46,Clearance,In-Store,0.31,1.13
1452,2021-10-25,2021-10-31,41,20,Price Drop,In-Store,0.13,1.63
1453,2024-10-20,2024-10-27,11,47,Clearance,Flyer,0.19,1.78
1454,2023-06-26,2023-07-01,47,24,Weekend Saver,WhatsApp,0.29,1.91
1455,2021-05-23,2021-05-29,10,8,Category Discount,In-Store,0.3,2.17
1456,2024-10-02,2024-10-05,37,6,Combo Offer,Flyer,0.26,1.63
1457,2025-07-07,2025-07-13,12,59,Clearance,Flyer,0.12,1.55
1458,2023-07-02,2023-07-10,17,54,Category Discount,In-Store,0.33,1.62
1459,2022-07-01,2022-07-05,22,48,Clearance,WhatsApp,0.07,2.19
1460,2021-11-21,2021-11-29,32,62,Combo Offer,In-Store,0.22,1.43
1461,2021-08-06,2021-08-10,4,29,Buy X Get Y,Flyer,0.25,1.4
1462,2023-10-11,2023-10-16,41,20,Category Discount,In-Store,0.08,1.51
1463,2025-08-16,2025-08-23,17,66,Buy X Get Y,Flyer,0.07,1.72
1464,2022-01-16,2022-01-19,6,82,Weekend Saver,In-Store,0.14,2.09
1465,2024-08-17,2024-08-24,15,87,Category Discount,In-Store,0.08,1.37
1466,2025-03-22,2025-03-27,21,30,Clearance,Billboard,0.24,2.19
1467,2024-09-27,2024-10-04,25,43,Combo Offer,In-Store,0.15,1.4
1468,2023-02-19,2023-02-25,14,19,Category Discount,Flyer,0.26,2.19
1469,2023-11-20,2023-11-23,13,63,Buy X Get Y,In-Store,0.3,1.97
1470,2024-09-07,2024-09-09,38,100,Category Discount,WhatsApp,0.27,1.9
1471,2021-05-13,2021-05-21,18,87,Weekend Saver,In-Store,0.3,1.55
1472,2025-10-06,2025-10-12,15,88,Festive Mega Sale,In-Store,0.23,1.82
1473,2021-11-23,2021-12-01,50,93,Weekend Saver,In-Store,0.3,1.78
1474,2024-12-02,2024-12-09,16,59,Festive Mega Sale,In-Store,0.18,2.18
1475,2025-03-10,2025-03-14,9,67,Category Discount,WhatsApp,0.16,1.97
1476,2025-06-28,2025-07-01,14,60,Festive Mega Sale,App Notification,0.26,1.88
1477,2021-12-03,2021-12-09,31,8,Category Discount,In-Store,0.16,1.88
1478,2024-02-18,2024-02-20,16,95,Weekend Saver,WhatsApp,0.07,1.99
1479,2021-06-15,2021-06-21,32,50,Category Discount,Billboard,0.28,1.75
1480,2024-11-20,2024-11-26,40,37,Buy X Get Y,In-Store,0.21,2.07
1481,2025-09-01,2025-09-05,23,65,Price Drop,In-Store,0.06,1.23
1482,2025-01-19,2025-01-24,44,75,Festive Mega Sale,In-Store,0.33,1.63
1483,2025-06-07,2025-06-14,12,72,Combo Offer,In-Store,0.05,1.81
1484,2021-12-04,2021-12-06,3,4,Festive Mega Sale,In-Store,0.18,1.64
1485,2021-04-08,2021-04-16,46,50,Clearance,App Notification,0.27,1.8
1486,2021-08-26,2021-08-30,39,75,Category Discount,Flyer,0.34,1.19
1487,2022-01-06,2022-01-14,17,71,Clearance,In-Store,0.29,1.25
1488,2022-05-26,2022-05-28,32,1,Weekend Saver,In-Store,0.35,2.08
1489,2024-04-26,2024-05-01,16,82,Price Drop,In-Store,0.3,1.36
1490,2024-02-26,2024-03-02,12,63,Weekend Saver,App Notification,0.09,1.69
1491,2022-08-30,2022-09-07,36,31,Clearance,In-Store,0.1,2.01
1492,2022-12-12,2022-12-20,23,88,Weekend Saver,WhatsApp,0.16,1.88
1493,2022-11-16,2022-11-24,8,44,Clearance,App Notification,0.33,1.97
1494,2022-11-25,2022-12-03,8,33,Price Drop,Flyer,0.06,2.06
1495,2024-12-11,2024-12-16,2,11,Festive Mega Sale,In-Store,0.16,1.73
1496,2024-07-22,2024-07-25,26,66,Price Drop,WhatsApp,0.18,1.15
1497,2021-10-16,2021-10-24,13,28,Clearance,App Notification,0.33,1.81
1498,2024-11-29,2024-12-05,40,42,Weekend Saver,Flyer,0.26,2.11
1499,2025-10-06,2025-10-11,18,12,Festive Mega Sale,WhatsApp,0.23,1.88
1500,2023-03-26,2023-03-31,25,15,Festive Mega Sale,Flyer,0.33,1.15
1501,2023-06-13,2023-06-20,8,85,Weekend Saver,In-Store,0.08,1.81
1502,2021-04-23,2021-05-01,25,95,Clearance,WhatsApp,0.32,1.25
1503,2025-06-03,2025-06-08,10,53,Weekend Saver,In-Store,0.17,1.17
1504,2021-06-12,2021-06-15,49,94,Weekend Saver,In-Store,0.2,1.26
1505,2025-02-24,2025-03-02,50,82,Price Drop,In-Store,0.22,1.37
1506,2021-02-14,2021-02-19,7,58,Weekend Saver,In-Store,0.25,1.22
1507,2023-06-16,2023-06-24,40,50,Category Discount,In-Store,0.13,1.43
1508,2022-01-25,2022-02-02,40,49,Festive Mega Sale,In-Store,0.24,1.5
1509,2021-05-28,2021-06-02,16,96,Weekend Saver,WhatsApp,0.21,2.19
1510,2023-01-23,2023-01-30,26,89,Category Discount,In-Store,0.19,1.11
1511,2023-10-12,2023-10-17,28,89,Buy X Get Y,In-Store,0.3,2.18
1512,2024-01-11,2024-01-16,15,35,Clearance,In-Store,0.21,1.41
1513,2025-01-09,2025-01-13,18,25,Category Discount,Flyer,0.25,1.92
1514,2024-09-13,2024-09-18,9,97,Price Drop,WhatsApp,0.28,1.79
1515,2021-05-21,2021-05-27,25,3,Price Drop,App Notification,0.26,1.68
1516,2025-04-15,2025-04-20,35,82,Combo Offer,In-Store,0.33,2.05
1517,2022-06-23,2022-06-29,9,100,Price Drop,In-Store,0.3,2.09
1518,2022-05-20,2022-05-28,31,30,Festive Mega Sale,App Notification,0.34,2.01
1519,2025-01-01,2025-01-03,5,21,Weekend Saver,Flyer,0.19,1.26
1520,2025-10-05,2025-10-13,14,86,Category Discount,Billboard,0.07,1.79
1521,2024-12-21,2024-12-29,47,3,Category Discount,App Notification,0.22,1.53
1522,2023-12-24,2023-12-29,26,98,Weekend Saver,In-Store,0.3,2.0
1523,2023-12-31,2024-01-04,44,63,Festive Mega Sale,In-Store,0.07,1.31
1524,2024-08-03,2024-08-07,33,90,Weekend Saver,Billboard,0.34,1.39
1525,2023-07-18,2023-07-24,13,58,Price Drop,Billboard,0.25,1.16
1526,2024-04-12,2024-04-14,26,18,Buy X Get Y,In-Store,0.11,1.57
1527,2023-07-25,2023-07-28,42,92,Price Drop,In-Store,0.19,2.04
1528,2021-04-18,2021-04-20,31,91,Combo Offer,WhatsApp,0.11,2.19
1529,2022-07-06,2022-07-14,50,5,Weekend Saver,App Notification,0.1,1.39
1530,2022-07-03,2022-07-05,37,13,Clearance,WhatsApp,0.06,2.12
1531,2024-11-16,2024-11-18,17,15,Festive Mega Sale,App Notification,0.06,1.14
1532,2023-05-30,2023-06-06,6,95,Category Discount,WhatsApp,0.3,1.17
1533,2025-01-29,2025-02-06,40,83,Festive Mega Sale,In-Store,0.32,2.12
1534,2022-01-12,2022-01-16,17,70,Category Discount,In-Store,0.2,2.02
1535,2022-04-17,2022-04-21,22,15,Weekend Saver,In-Store,0.17,1.39
1536,2025-03-10,2025-03-13,12,70,Weekend Saver,Billboard,0.23,1.76
1537,2021-10-07,2021-10-11,34,82,Price Drop,WhatsApp,0.28,1.19
1538,2022-03-15,2022-03-20,17,17,Weekend Saver,Flyer,0.19,1.45
1539,2025-01-07,2025-01-12,27,31,Buy X Get Y,WhatsApp,0.16,1.28
1540,2023-03-23,2023-03-28,49,82,Category Discount,In-Store,0.27,1.87
1541,2025-07-03,2025-07-11,3,92,Category Discount,In-Store,0.28,1.43
1542,2024-04-10,2024-04-18,38,54,Festive Mega Sale,In-Store,0.06,1.79
1543,2021-04-06,2021-04-08,5,60,Category Discount,Billboard,0.28,1.19
1544,2024-08-13,2024-08-16,43,32,Price Drop,In-Store,0.35,1.65
1545,2024-05-13,2024-05-20,42,13,Weekend Saver,In-Store,0.14,2.08
1546,2025-07-24,2025-07-29,3,84,Category Discount,In-Store,0.35,1.86
1547,2022-05-10,2022-05-15,6,73,Price Drop,In-Store,0.29,1.62
1548,2022-11-10,2022-11-15,15,90,Category Discount,In-Store,0.1,2.05
1549,2024-10-13,2024-10-15,16,59,Clearance,In-Store,0.26,1.9
1550,2025-07-02,2025-07-04,40,36,Festive Mega Sale,In-Store,0.25,1.48
1551,2021-02-08,2021-02-15,47,53,Combo Offer,In-Store,0.25,1.25
1552,2025-07-12,2025-07-19,16,16,Festive Mega Sale,In-Store,0.14,1.31
1553,2022-11-02,2022-11-08,6,6,Clearance,In-Store,0.34,1.86
1554,2022-04-25,2022-05-03,28,72,Festive Mega Sale,In-Store,0.12,1.7
1555,2022-10-05,2022-10-07,28,86,Weekend Saver,In-Store,0.09,1.27
1556,2024-05-18,2024-05-23,2,19,Weekend Saver,Flyer,0.33,1.46
1557,2025-07-02,2025-07-07,22,82,Category Discount,In-Store,0.29,2.1
1558,2024-11-18,2024-11-26,24,41,Price Drop,App Notification,0.14,2.02
1559,2025-09-30,2025-10-06,11,46,Price Drop,Billboard,0.23,1.1
1560,2025-07-22,2025-07-25,34,55,Category Discount,WhatsApp,0.13,1.23
1561,2025-12-13,2025-12-17,30,44,Weekend Saver,In-Store,0.29,1.17
1562,2021-09-22,2021-09-27,37,53,Price Drop,In-Store,0.07,1.14
1563,2023-07-30,2023-08-07,22,79,Clearance,In-Store,0.15,1.25
1564,2024-07-06,2024-07-09,5,18,Category Discount,In-Store,0.17,1.14
1565,2025-03-01,2025-03-09,43,84,Price Drop,App Notification,0.12,2.17
1566,2021-12-18,2021-12-26,16,70,Festive Mega Sale,In-Store,0.32,2.12
1567,2025-10-06,2025-10-10,31,100,Weekend Saver,In-Store,0.2,1.41
1568,2021-08-02,2021-08-07,28,54,Festive Mega Sale,App Notification,0.29,2.16
1569,2024-06-19,2024-06-21,15,91,Combo Offer,In-Store,0.32,1.1
1570,2024-12-16,2024-12-20,46,2,Festive Mega Sale,In-Store,0.2,1.16
1571,2021-01-03,2021-01-11,49,76,Clearance,Flyer,0.1,2.05
1572,2025-09-26,2025-10-02,20,80,Category Discount,In-Store,0.2,1.94
1573,2022-10-10,2022-10-14,40,57,Combo Offer,In-Store,0.2,1.59
1574,2023-06-16,2023-06-19,4,9,Category Discount,In-Store,0.14,1.44
1575,2024-06-18,2024-06-20,9,2,Category Discount,App Notification,0.1,1.33
1576,2024-08-23,2024-08-25,8,25,Clearance,WhatsApp,0.13,1.97
1577,2024-03-16,2024-03-22,39,43,Price Drop,Billboard,0.08,2.0
1578,2025-12-30,2026-01-06,38,42,Category Discount,Billboard,0.24,1.32
1579,2024-02-13,2024-02-20,38,54,Category Discount,Billboard,0.09,1.75
1580,2025-11-17,2025-11-22,29,17,Weekend Saver,In-Store,0.25,1.95
1581,2022-06-24,2022-07-01,41,69,Category Discount,Flyer,0.06,1.31
1582,2023-06-11,2023-06-18,19,70,Weekend Saver,In-Store,0.17,1.3
1583,2025-12-30,2026-01-01,48,55,Weekend Saver,Flyer,0.08,1.8
1584,2021-10-23,2021-10-27,4,85,Weekend Saver,App Notification,0.25,1.87
1585,2022-12-09,2022-12-13,22,97,Festive Mega Sale,In-Store,0.13,1.51
1586,2025-11-02,2025-11-09,42,20,Category Discount,WhatsApp,0.28,1.51
1587,2023-12-26,2023-12-29,15,39,Category Discount,In-Store,0.35,1.94
1588,2022-06-27,2022-07-04,6,30,Clearance,In-Store,0.13,1.44
1589,2025-11-10,2025-11-14,47,37,Combo Offer,App Notification,0.12,1.52
1590,2023-06-12,2023-06-20,42,46,Category Discount,WhatsApp,0.35,1.91
1591,2022-02-06,2022-02-12,50,35,Weekend Saver,Flyer,0.13,1.18
1592,2022-01-09,2022-01-12,11,56,Weekend Saver,In-Store,0.21,1.14
1593,2023-04-24,2023-05-02,18,46,Category Discount,WhatsApp,0.21,1.89
1594,2025-05-30,2025-06-02,47,70,Festive Mega Sale,In-Store,0.3,1.97
1595,2021-06-18,2021-06-24,40,31,Price Drop,App Notification,0.18,2.2
1596,2022-10-30,2022-11-05,13,34,Price Drop,Flyer,0.25,1.56
1597,2022-07-24,2022-07-30,34,88,Category Discount,Billboard,0.28,1.86
1598,2022-06-23,2022-06-26,8,60,Buy X Get Y,Flyer,0.33,1.6
1599,2022-12-14,2022-12-21,41,46,Price Drop,Billboard,0.14,1.73
1600,2021-10-27,2021-11-03,21,56,Weekend Saver,Flyer,0.27,1.77
1601,2021-08-29,2021-09-05,11,17,Weekend Saver,In-Store,0.11,2.07
1602,2025-06-03,2025-06-06,40,15,Combo Offer,Flyer,0.2,1.29
1603,2022-05-05,2022-05-09,19,24,Price Drop,In-Store,0.08,1.13
1604,2021-04-22,2021-04-24,36,43,Price Drop,App Notification,0.19,1.28
1605,2023-10-08,2023-10-15,24,28,Price Drop,In-Store,0.11,1.89
1606,2022-04-06,2022-04-11,9,37,Category Discount,In-Store,0.31,1.65
1607,2022-01-14,2022-01-16,36,71,Category Discount,Flyer,0.29,1.82
1608,2022-07-20,2022-07-28,3,72,Price Drop,Flyer,0.05,1.93
1609,2025-05-26,2025-05-31,23,37,Category Discount,In-Store,0.06,1.93
1610,2023-07-14,2023-07-19,44,96,Price Drop,In-Store,0.25,1.68
1611,2022-03-27,2022-04-02,2,94,Price Drop,In-Store,0.09,2.04
1612,2025-12-22,2025-12-28,26,44,Buy X Get Y,WhatsApp,0.35,1.38
1613,2025-09-07,2025-09-13,7,66,Category Discount,In-Store,0.2,2.13
1614,2021-11-19,2021-11-27,10,55,Festive Mega Sale,App Notification,0.15,1.26
1615,2025-06-29,2025-07-02,7,45,Combo Offer,In-Store,0.18,1.76
1616,2024-07-08,2024-07-11,46,87,Combo Offer,Billboard,0.24,1.29
1617,2021-11-16,2021-11-18,11,70,Buy X Get Y,Billboard,0.3,1.2
1618,2021-08-27,2021-08-31,9,40,Price Drop,In-Store,0.14,1.31
1619,2024-10-04,2024-10-10,26,43,Price Drop,In-Store,0.22,1.19
1620,2023-06-04,2023-06-11,11,86,Price Drop,In-Store,0.1,1.27
1621,2022-11-02,2022-11-08,48,97,Weekend Saver,WhatsApp,0.13,2.1
1622,2021-01-15,2021-01-17,30,74,Category Discount,In-Store,0.19,1.78
1623,2021-03-08,2021-03-16,44,38,Price Drop,In-Store,0.32,1.72
1624,2023-01-26,2023-01-30,36,15,Category Discount,In-Store,0.12,2.0
1625,2025-09-22,2025-09-30,38,62,Weekend Saver,App Notification,0.17,1.14
1626,2021-05-29,2021-06-03,39,63,Category Discount,In-Store,0.23,1.77
1627,2024-02-20,2024-02-28,1,81,Clearance,App Notification,0.33,2.05
1628,2022-10-23,2022-10-25,30,93,Weekend Saver,In-Store,0.06,1.64
1629,2022-11-13,2022-11-20,1,93,Price Drop,In-Store,0.28,2.09
1630,2022-06-29,2022-07-03,21,11,Clearance,In-Store,0.09,1.91
1631,2024-11-29,2024-12-04,17,45,Buy X Get Y,App Notification,0.18,2.2
1632,2022-04-06,2022-04-12,15,82,Buy X Get Y,In-Store,0.12,1.48
1633,2023-02-25,2023-03-04,13,40,Category Discount,App Notification,0.34,1.9
1634,2021-01-28,2021-02-05,9,71,Weekend Saver,In-Store,0.24,1.89
1635,2021-10-06,2021-10-08,3,47,Weekend Saver,In-Store,0.14,1.64
1636,2024-12-21,2024-12-23,30,26,Combo Offer,WhatsApp,0.06,1.68
1637,2023-07-13,2023-07-18,24,19,Weekend Saver,In-Store,0.07,1.99
1638,2021-02-18,2021-02-20,7,86,Weekend Saver,In-Store,0.14,1.99
1639,2021-11-07,2021-11-13,38,94,Combo Offer,App Notification,0.32,1.52
1640,2021-10-20,2021-10-28,23,53,Weekend Saver,WhatsApp,0.3,1.47
1641,2023-07-01,2023-07-06,12,78,Festive Mega Sale,In-Store,0.23,1.97
1642,2025-08-09,2025-08-12,49,86,Price Drop,In-Store,0.29,1.24
1643,2021-09-18,2021-09-23,11,67,Price Drop,WhatsApp,0.15,2.05
1644,2025-03-08,2025-03-14,35,99,Weekend Saver,WhatsApp,0.24,1.6
1645,2023-03-02,2023-03-08,15,72,Price Drop,In-Store,0.27,1.97
1646,2021-06-01,2021-06-08,6,80,Combo Offer,In-Store,0.18,1.62
1647,2021-07-11,2021-07-17,45,73,Buy X Get Y,WhatsApp,0.13,1.46
1648,2023-10-22,2023-10-24,29,66,Festive Mega Sale,In-Store,0.26,1.35
1649,2023-04-03,2023-04-11,8,81,Combo Offer,App Notification,0.05,2.13
1650,2025-10-08,2025-10-13,16,100,Price Drop,In-Store,0.14,2.04
1651,2024-03-06,2024-03-11,36,26,Weekend Saver,In-Store,0.22,2.19
1652,2024-08-19,2024-08-21,12,42,Clearance,In-Store,0.13,2.12
1653,2021-11-07,2021-11-10,25,54,Festive Mega Sale,In-Store,0.25,1.32
1654,2021-05-25,2021-05-28,2,77,Clearance,In-Store,0.15,1.65
1655,2021-08-14,2021-08-18,31,76,Weekend Saver,In-Store,0.18,1.89
1656,2022-06-04,2022-06-07,15,41,Weekend Saver,In-Store,0.28,1.36
1657,2022-02-26,2022-03-02,26,99,Category Discount,Flyer,0.26,2.04
1658,2022-06-20,2022-06-26,48,17,Category Discount,Flyer,0.1,1.85
1659,2023-04-02,2023-04-08,33,99,Price Drop,Flyer,0.26,1.43
1660,2024-10-24,2024-10-28,18,11,Price Drop,In-Store,0.26,2.12
1661,2025-08-24,2025-08-29,14,75,Festive Mega Sale,Flyer,0.06,1.54
1662,2025-08-09,2025-08-14,2,50,Buy X Get Y,In-Store,0.25,1.76
1663,2021-08-04,2021-08-10,11,66,Category Discount,WhatsApp,0.18,1.28
1664,2024-07-04,2024-07-06,34,79,Category Discount,Billboard,0.13,2.06
1665,2021-04-07,2021-04-14,9,11,Clearance,In-Store,0.11,1.88
1666,2022-04-13,2022-04-17,43,2,Combo Offer,In-Store,0.14,1.69
1667,2025-09-23,2025-10-01,2,42,Clearance,Flyer,0.34,1.76
1668,2022-09-30,2022-10-07,36,62,Clearance,Flyer,0.12,1.99
1669,2023-09-24,2023-09-29,6,9,Price Drop,In-Store,0.34,1.53
1670,2022-03-07,2022-03-13,17,27,Combo Offer,App Notification,0.07,1.92
1671,2025-01-04,2025-01-08,18,81,Price Drop,In-Store,0.17,1.9
1672,2025-03-01,2025-03-03,30,52,Price Drop,In-Store,0.22,1.27
1673,2022-05-26,2022-05-31,2,64,Festive Mega Sale,Flyer,0.21,1.12
1674,2021-07-30,2021-08-03,28,54,Price Drop,In-Store,0.33,2.0
1675,2022-04-13,2022-04-18,31,100,Weekend Saver,App Notification,0.05,1.94
1676,2025-02-16,2025-02-21,41,93,Category Discount,In-Store,0.22,1.13
1677,2025-06-11,2025-06-16,33,94,Festive Mega Sale,In-Store,0.24,1.13
1678,2024-07-03,2024-07-06,11,51,Category Discount,In-Store,0.05,1.56
1679,2021-12-08,2021-12-10,46,49,Weekend Saver,In-Store,0.08,1.91
1680,2023-08-26,2023-08-28,40,84,Category Discount,Billboard,0.11,1.86
1681,2021-05-11,2021-05-19,19,64,Category Discount,Billboard,0.31,2.01
1682,2022-12-22,2022-12-24,32,99,Weekend Saver,WhatsApp,0.09,1.62
1683,2024-12-05,2024-12-13,47,75,Category Discount,In-Store,0.32,1.92
1684,2022-04-23,2022-04-27,3,93,Weekend Saver,In-Store,0.13,1.2
1685,2021-06-30,2021-07-05,16,4,Combo Offer,In-Store,0.14,1.49
1686,2025-05-29,2025-05-31,50,91,Category Discount,In-Store,0.21,1.97
1687,2025-12-13,2025-12-18,50,41,Category Discount,WhatsApp,0.34,1.31
1688,2021-07-21,2021-07-27,35,88,Festive Mega Sale,In-Store,0.1,1.61
1689,2021-08-28,2021-08-30,19,49,Weekend Saver,Billboard,0.29,2.2
1690,2025-03-24,2025-04-01,18,13,Festive Mega Sale,WhatsApp,0.18,2.09
1691,2025-12-07,2025-12-12,27,24,Weekend Saver,Billboard,0.13,1.63
1692,2024-03-24,2024-03-29,49,57,Buy X Get Y,In-Store,0.16,2.15
1693,2025-10-14,2025-10-16,18,47,Category Discount,In-Store,0.32,1.88
1694,2023-07-15,2023-07-19,30,65,Clearance,In-Store,0.14,1.92
1695,2023-11-18,2023-11-22,12,17,Buy X Get Y,In-Store,0.14,1.62
1696,2025-12-13,2025-12-16,15,24,Price Drop,Flyer,0.23,1.2
1697,2023-10-08,2023-10-15,23,20,Weekend Saver,In-Store,0.3,1.89
1698,2021-12-10,2021-12-15,32,20,Category Discount,In-Store,0.11,1.58
1699,2023-08-08,2023-08-10,43,48,Festive Mega Sale,In-Store,0.12,1.18
1700,2022-03-28,2022-03-30,34,23,Combo Offer,In-Store,0.25,1.97
1701,2022-12-05,2022-12-07,24,36,Category Discount,WhatsApp,0.21,1.93
1702,2023-07-12,2023-07-15,47,66,Festive Mega Sale,Billboard,0.35,2.13
1703,2022-07-01,2022-07-03,17,13,Category Discount,App Notification,0.12,1.38
1704,2022-01-28,2022-02-02,22,12,Price Drop,In-Store,0.07,1.28
1705,2021-04-11,2021-04-17,11,78,Festive Mega Sale,Flyer,0.24,2.09
1706,2022-10-28,2022-11-03,41,69,Combo Offer,In-Store,0.24,1.12
1707,2024-04-25,2024-04-28,1,7,Clearance,Flyer,0.15,1.32
1708,2021-07-18,2021-07-25,5,98,Festive Mega Sale,Flyer,0.09,1.16
